model,htf_location,count,valid_outcome_count,skipped_outcome_count,long_count,short_count,avg_mfe_r,median_mfe_r,avg_mae_r,median_mae_r,hit_0_5r_rate,hit_1r_rate,hit_2r_rate,invalidation_rate,hit_1r_before_invalidation_rate,hit_2r_before_invalidation_rate,avg_score,best_symbol,best_timeframe
Entry Model 1,discount,144,132,12,112,32,1.908828,1.273104,1.768523,0.952027,0.787879,0.583333,0.371212,0.534722,0.507576,0.310606,4.104167,ETHUSDT,4h
Entry Model 1,equilibrium,59,58,1,48,11,2.055869,1.215191,2.069101,0.967547,0.775862,0.568966,0.448276,0.508475,0.431034,0.344828,3.830508,BTCUSDT,30m
Entry Model 1,premium,121,118,3,108,13,2.717067,1.232151,2.509892,0.813275,0.711864,0.576271,0.381356,0.404959,0.5,0.338983,4.099174,ETHUSDT,30m
Entry Model 2,discount,137,121,16,114,23,2.678825,1.543779,2.510059,1.164559,0.826446,0.61157,0.413223,0.583942,0.471074,0.305785,4.313869,SOLUSDT,4h
Entry Model 2,equilibrium,69,60,9,61,8,2.449166,1.521994,1.159779,0.596886,0.883333,0.766667,0.383333,0.449275,0.683333,0.35,4.101449,BTCUSDT,30m
Entry Model 2,premium,136,125,11,122,14,2.704488,1.485577,2.093045,1.025974,0.808,0.616,0.368,0.551471,0.48,0.288,4.397059,SOLUSDT,30m
Entry Model 3,discount,8,7,1,5,3,10.035139,1.59084,11.081877,4.135169,0.857143,0.857143,0.428571,0.875,0.428571,0.285714,4.0,BTCUSDT,4h
Entry Model 3,equilibrium,7,7,0,6,1,5.163065,5.408501,11.475081,8.618352,0.857143,0.857143,0.714286,0.857143,0.428571,0.428571,4.571429,ETHUSDT,30m
Entry Model 3,premium,23,20,3,23,0,9.79516,5.916895,11.460065,8.900768,0.8,0.75,0.7,0.826087,0.6,0.55,4.26087,BTCUSDT,1h
